article_id,author_id,topic_id,type_id,submission_time
4582,14495,58,41,"2015-01-25 10:54:04.023656"
4583,12954,48,14,"2015-01-25 11:09:35.991874"
4584,12799,66,41,"2015-01-25 14:00:54.418288"
4585,4077,1,31,"2015-01-25 15:46:13.478178"
4586,18299,3,5,"2015-01-26 00:28:33.435210"
4587,5827,1,34,"2015-01-26 00:40:05.880669"
4588,4379,74,48,"2015-01-26 01:41:10.482297"
4589,12960,14,29,"2015-01-26 02:03:30.534398"
4590,15679,106,29,"2015-01-26 02:42:42.515659"
4591,11860,41,48,"2015-01-26 02:59:17.370415"
4592,11128,66,34,"2015-01-26 03:03:09.488165"
4593,5708,39,19,"2015-01-26 03:05:59.996716"
4594,9674,100,43,"2015-01-26 03:14:38.649785"
4595,4057,78,9,"2015-01-26 03:15:33.412973"
4596,10441,40,23,"2015-01-26 03:16:29.988302"
4597,9000,103,34,"2015-01-26 03:40:23.836756"
4598,598,90,15,"2015-01-26 03:41:59.226243"
4599,18326,90,28,"2015-01-26 03:52:20.988265"
4600,4741,55,25,"2015-01-26 03:56:34.322915"
4601,13063,100,1,"2015-01-26 04:08:50.706925"
4602,3102,30,1,"2015-01-26 04:22:27.150577"
4603,10352,66,13,"2015-01-26 04:25:28.244141"
4604,18586,4,31,"2015-01-26 04:26:46.789198"
4605,8915,54,22,"2015-01-26 04:27:11.326769"
4606,10168,7,44,"2015-01-26 04:28:09.085842"
4607,5224,81,9,"2015-01-26 05:05:37.052104"
4608,11346,30,31,"2015-01-26 05:06:54.572800"
4609,6036,66,14,"2015-01-26 05:11:26.615204"
4610,1082,43,9,"2015-01-26 05:20:41.920676"
4611,19261,100,34,"2015-01-26 06:01:28.541035"
4612,1189,27,24,"2015-01-26 06:03:54.779656"
4613,580,77,5,"2015-01-26 06:05:16.864493"
4614,5722,103,18,"2015-01-26 06:18:32.383798"
4615,11416,61,23,"2015-01-26 06:21:08.775848"
4616,1189,81,31,"2015-01-26 06:32:08.367915"
4617,4196,18,49,"2015-01-26 06:39:41.587971"
4618,8088,28,23,"2015-01-26 06:41:31.033058"
4619,5795,87,25,"2015-01-26 06:42:29.869812"
4620,9076,78,30,"2015-01-26 06:42:54.455809"
4621,7557,28,18,"2015-01-26 06:44:30.118784"
4622,4741,85,44,"2015-01-26 06:45:07.424603"
4623,17351,41,13,"2015-01-26 06:45:35.274933"
4624,18586,8,18,"2015-01-26 06:48:31.048507"
4625,4977,66,29,"2015-01-26 06:49:46.433701"
4626,1518,5,24,"2015-01-26 06:50:04.352204"
4627,9913,90,43,"2015-01-26 06:51:03.819006"
4628,7600,59,46,"2015-01-26 06:52:24.252722"
4629,14820,71,24,"2015-01-26 07:03:52.327498"
4630,14672,103,21,"2015-01-26 07:16:33.307645"
4631,9076,77,29,"2015-01-26 07:19:00.771268"
4632,2514,39,28,"2015-01-26 07:27:41.013173"
4633,9076,62,15,"2015-01-26 07:32:27.484718"
4634,17169,41,38,"2015-01-26 07:33:52.138534"
4635,8582,26,48,"2015-01-26 07:36:44.895213"
4636,5224,30,29,"2015-01-26 07:41:17.782683"
4637,9943,90,6,"2015-01-26 07:43:55.475444"
4638,8088,78,29,"2015-01-26 07:45:07.494431"
4639,7150,41,6,"2015-01-26 08:03:35.898669"
4640,11276,61,5,"2015-01-26 08:08:46.919801"
4641,9000,78,31,"2015-01-26 08:09:16.747566"
4642,18341,96,22,"2015-01-26 08:16:50.362129"
4643,14708,52,24,"2015-01-26 08:20:02.480573"
4644,13456,103,32,"2015-01-26 08:20:51.030355"
4645,9153,9,29,"2015-01-26 08:23:33.634825"
4646,10152,90,19,"2015-01-26 08:30:29.308073"
4647,4057,77,5,"2015-01-26 08:35:03.606484"
4648,12963,27,18,"2015-01-26 08:46:10.608062"
4649,18478,78,18,"2015-01-26 08:47:48.354353"
4650,17888,48,23,"2015-01-26 08:51:52.385824"
4651,1624,1,24,"2015-01-26 08:52:49.563263"
4652,12104,66,19,"2015-01-26 08:55:37.268076"
4653,10365,27,18,"2015-01-26 09:00:47.276911"
4654,18531,96,31,"2015-01-26 09:02:57.482657"
4655,16622,43,29,"2015-01-26 09:03:08.900970"
4656,6791,27,25,"2015-01-26 09:06:34.748917"
4657,8656,1,45,"2015-01-26 09:06:53.291412"
4658,4553,39,20,"2015-01-26 09:13:28.065410"
4659,17122,103,23,"2015-01-26 09:15:09.559874"
4660,598,65,31,"2015-01-26 09:16:31.554157"
4661,15957,62,25,"2015-01-26 09:19:25.895658"
4662,8842,80,29,"2015-01-26 09:21:10.308455"
4663,9153,60,12,"2015-01-26 09:24:32.866760"
4664,485,78,9,"2015-01-26 09:32:19.739555"
4665,19948,77,20,"2015-01-26 09:33:36.540249"
4666,12967,17,49,"2015-01-26 09:34:20.444231"
4667,699,29,48,"2015-01-26 09:38:57.754667"
4668,15613,3,25,"2015-01-26 09:39:28.320214"
4669,17124,90,27,"2015-01-26 09:39:35.454539"
4670,6806,54,43,"2015-01-26 09:44:23.367402"
4671,9153,90,31,"2015-01-26 09:45:03.383217"
4672,19769,96,43,"2015-01-26 09:48:21.138451"
4673,8907,59,49,"2015-01-26 09:52:21.012017"
4674,4379,29,28,"2015-01-26 09:53:30.923340"
4675,152,41,47,"2015-01-26 09:55:20.428622"
4676,11532,41,12,"2015-01-26 09:58:31.599275"
4677,11406,29,20,"2015-01-26 09:59:16.651324"
4678,699,39,34,"2015-01-26 10:04:28.699889"
4679,9076,29,31,"2015-01-26 10:05:49.162792"
4680,14752,48,25,"2015-01-26 10:06:40.294902"
4681,10200,99,5,"2015-01-26 10:10:23.616861"
4682,14386,14,29,"2015-01-26 10:12:08.758661"
4683,11443,72,24,"2015-01-26 10:13:04.664686"
4684,7557,80,24,"2015-01-26 10:15:42.988265"
4685,5722,57,4,"2015-01-26 10:16:00.031356"
4686,946,23,29,"2015-01-26 10:16:19.185091"
4687,3790,80,38,"2015-01-26 10:18:05.155567"
4688,8725,27,20,"2015-01-26 10:21:14.030886"
4689,19668,85,24,"2015-01-26 10:23:11.360940"
4690,11659,24,29,"2015-01-26 10:31:36.391256"
4691,10351,55,18,"2015-01-26 10:34:36.660802"
4692,14551,78,45,"2015-01-26 10:37:02.235184"
4693,17559,52,9,"2015-01-26 10:41:04.401490"
4694,7150,41,14,"2015-01-26 10:41:48.806417"
4695,4220,77,34,"2015-01-26 10:55:49.433228"
4696,12801,65,2,"2015-01-26 10:57:35.328875"
4697,10152,90,22,"2015-01-26 11:04:44.707545"
4698,15340,1,22,"2015-01-26 11:08:46.913932"
4699,718,39,22,"2015-01-26 11:10:38.970609"
4700,9153,58,20,"2015-01-26 11:15:14.956961"
4701,14597,60,46,"2015-01-26 11:17:37.049843"
4702,7620,76,38,"2015-01-26 11:19:08.597613"
4703,17359,84,9,"2015-01-26 11:23:40.470362"
4704,19668,26,34,"2015-01-26 11:26:50.083673"
4705,5224,41,45,"2015-01-26 11:38:36.284903"
4706,14810,41,45,"2015-01-26 11:39:27.814574"
4707,4977,59,20,"2015-01-26 11:42:34.591337"
4708,7196,7,20,"2015-01-26 11:50:45.553141"
4709,10152,36,23,"2015-01-26 11:52:33.632827"
4710,13930,60,2,"2015-01-26 12:04:13.224422"
4711,10739,48,13,"2015-01-26 12:08:40.973405"
4712,3612,59,4,"2015-01-26 12:09:09.345104"
4713,4741,51,2,"2015-01-26 12:11:14.847203"
4714,5795,90,48,"2015-01-26 12:13:27.437911"
4715,9328,43,26,"2015-01-26 12:14:16.141303"
4716,6763,28,48,"2015-01-26 12:14:36.244700"
4717,14708,8,18,"2015-01-26 12:17:56.020646"
4718,8088,65,25,"2015-01-26 12:21:00.396883"
4719,12648,60,29,"2015-01-26 12:25:30.207690"
4720,14587,33,23,"2015-01-26 12:25:43.327060"
4721,946,78,1,"2015-01-26 12:26:31.367881"
4722,7150,103,44,"2015-01-26 12:32:40.712738"
4723,2271,44,43,"2015-01-26 12:32:44.554401"
4724,12491,8,33,"2015-01-26 12:35:57.556365"
4725,4908,60,29,"2015-01-26 12:36:09.911326"
4726,9674,61,1,"2015-01-26 12:36:24.537681"
4727,4057,106,12,"2015-01-26 12:42:57.815185"
4728,7993,103,4,"2015-01-26 12:43:35.433619"
4729,17577,80,44,"2015-01-26 12:43:40.620151"
4730,10113,94,9,"2015-01-26 12:45:34.859647"
4731,11659,8,14,"2015-01-26 12:45:53.644103"
4732,5109,68,38,"2015-01-26 12:50:24.274247"
4733,15957,59,33,"2015-01-26 12:53:39.652270"
4734,17559,17,20,"2015-01-26 13:06:49.999799"
4735,17359,60,48,"2015-01-26 13:08:03.094339"
4736,7429,8,18,"2015-01-26 13:12:04.691342"
4737,12963,78,38,"2015-01-26 13:13:09.579848"
4738,3696,104,29,"2015-01-26 13:14:43.894753"
4739,2157,61,9,"2015-01-26 13:15:29.204726"
4740,1518,43,48,"2015-01-26 13:17:29.881235"
4741,692,61,23,"2015-01-26 13:23:32.876986"
4742,7699,66,30,"2015-01-26 13:23:43.780714"
4743,8842,98,33,"2015-01-26 13:27:13.422065"
4744,17922,8,29,"2015-01-26 13:31:27.577302"
4745,11860,82,29,"2015-01-26 13:34:01.314183"
4746,2692,96,29,"2015-01-26 13:35:15.198928"
4747,14708,78,1,"2015-01-26 13:40:04.246184"
4748,5698,14,34,"2015-01-26 13:40:08.956664"
4749,11532,87,22,"2015-01-26 13:49:11.952700"
4750,11720,77,24,"2015-01-26 13:50:45.895741"
4751,9483,59,29,"2015-01-26 13:56:21.562398"
4752,14551,80,9,"2015-01-26 14:02:25.897156"
4753,17359,26,12,"2015-01-26 14:06:23.876406"
4754,7657,31,18,"2015-01-26 14:10:22.127282"
4755,7125,63,19,"2015-01-26 14:18:35.664565"
4756,17888,17,1,"2015-01-26 14:21:13.311058"
4757,13232,80,29,"2015-01-26 14:22:39.479143"
4758,11591,50,43,"2015-01-26 14:25:28.067079"
4759,12954,3,24,"2015-01-26 14:28:58.090876"
4760,15340,43,35,"2015-01-26 14:33:06.919323"
4761,8437,28,1,"2015-01-26 14:35:44.352401"
4762,19026,29,45,"2015-01-26 14:44:15.641977"
4763,5458,24,48,"2015-01-26 14:45:19.723759"
4764,5458,77,49,"2015-01-26 14:46:18.968530"
4765,8915,66,13,"2015-01-26 14:55:27.377982"
4766,10152,1,5,"2015-01-26 14:59:05.476474"
4767,11276,52,19,"2015-01-26 15:07:02.097178"
4768,10441,2,24,"2015-01-26 15:14:25.210250"
4769,18872,7,15,"2015-01-26 15:15:43.616312"
4770,14810,23,38,"2015-01-26 15:17:47.306473"
4771,6225,30,23,"2015-01-26 15:25:44.273601"
4772,4171,85,25,"2015-01-26 15:26:52.479501"
4773,19374,78,23,"2015-01-26 15:26:53.346037"
4774,2436,14,31,"2015-01-26 15:32:17.431552"
4775,699,84,26,"2015-01-26 15:37:34.506178"
4776,11807,58,49,"2015-01-26 15:42:09.878865"
4777,12954,19,29,"2015-01-26 15:45:12.627268"
4778,18299,27,48,"2015-01-26 15:46:34.525660"
4779,5729,56,43,"2015-01-26 15:51:41.485106"
4780,10365,8,45,"2015-01-26 15:52:52.013489"
4781,15385,31,49,"2015-01-26 15:53:31.663230"
4782,19467,39,48,"2015-01-26 15:57:38.913959"
4783,6064,17,23,"2015-01-26 16:04:22.575456"
4784,10792,41,31,"2015-01-26 16:11:41.274382"
4785,15564,90,17,"2015-01-26 16:18:28.001608"
4786,12491,36,22,"2015-01-26 16:22:01.113096"
4787,9076,27,30,"2015-01-26 16:25:20.891977"
4788,19152,56,19,"2015-01-26 16:33:39.403849"
4789,19914,4,35,"2015-01-26 16:33:55.123771"
4790,15613,29,45,"2015-01-26 16:36:44.723100"
4791,12719,28,49,"2015-01-26 16:40:36.056747"
4792,5720,52,2,"2015-01-26 16:47:33.515459"
4793,14495,28,41,"2015-01-26 16:50:38.776040"
4794,18586,58,34,"2015-01-26 17:04:49.465000"
4795,6225,17,38,"2015-01-26 17:10:03.825237"
4796,6225,28,1,"2015-01-26 17:10:05.154261"
4797,14708,39,23,"2015-01-26 17:11:43.344144"
4798,4553,26,19,"2015-01-26 17:16:21.945676"
4799,11042,28,34,"2015-01-26 17:42:12.743705"
4800,15630,30,1,"2015-01-26 17:51:55.684793"
4801,7557,27,36,"2015-01-26 17:55:10.694776"
4802,14007,3,24,"2015-01-26 18:04:40.396365"
4803,18478,75,23,"2015-01-26 18:15:58.954215"
4804,8088,57,19,"2015-01-26 18:21:42.243853"
4805,4998,25,19,"2015-01-26 18:33:05.263615"
4806,17122,75,48,"2015-01-26 18:33:07.004671"
4807,5224,59,1,"2015-01-26 18:35:27.211012"
4808,10352,4,31,"2015-01-26 18:49:13.138397"
4809,5224,3,48,"2015-01-26 18:50:20.380086"
4810,7557,3,9,"2015-01-26 19:01:37.608651"
4811,3185,46,24,"2015-01-26 19:17:00.510795"
4812,6225,103,20,"2015-01-26 19:29:50.641806"
4813,18935,36,41,"2015-01-26 20:03:50.132498"
4814,6615,106,48,"2015-01-26 20:07:30.501687"
4815,17888,39,14,"2015-01-26 20:15:17.740232"
4816,13702,64,29,"2015-01-26 20:25:44.902305"
4817,598,77,28,"2015-01-26 20:36:11.853433"
4818,12127,38,19,"2015-01-26 20:40:11.677675"
4819,4993,27,29,"2015-01-26 21:00:49.910318"
4820,5587,96,45,"2015-01-26 21:07:14.410904"
4821,18443,30,19,"2015-01-26 21:12:07.072497"
4822,15613,39,20,"2015-01-26 21:40:57.189409"
4823,9153,43,45,"2015-01-26 21:41:38.304718"
4824,4144,48,1,"2015-01-26 21:41:50.402756"
4825,598,106,15,"2015-01-26 22:12:02.427072"
4826,2514,68,44,"2015-01-26 22:18:00.519466"
4827,4057,103,12,"2015-01-26 22:30:31.437933"
4828,9569,103,14,"2015-01-26 22:41:41.598598"
4829,1798,32,1,"2015-01-26 22:42:57.866573"
4830,1699,99,4,"2015-01-26 23:04:55.433540"
4831,15345,29,47,"2015-01-26 23:13:32.399306"
4832,14143,81,41,"2015-01-26 23:20:15.917756"
4833,3553,1,9,"2015-01-26 23:31:09.598552"
4834,18299,56,8,"2015-01-26 23:39:36.872499"
4835,1686,96,18,"2015-01-26 23:40:16.984893"
4836,17330,69,45,"2015-01-26 23:42:32.715835"
4837,2716,8,44,"2015-01-27 00:58:21.934000"
4838,2117,103,29,"2015-01-27 01:57:11.571607"
4839,15385,96,26,"2015-01-27 02:05:27.900132"
4840,18326,9,2,"2015-01-27 02:14:07.694978"
4841,10441,62,34,"2015-01-27 02:18:43.355065"
4842,12190,65,43,"2015-01-27 02:19:07.635763"
4843,3774,64,13,"2015-01-27 02:41:21.666628"
4844,18981,48,1,"2015-01-27 02:46:25.553553"
4845,699,39,6,"2015-01-27 02:57:55.863593"
4846,5827,66,34,"2015-01-27 03:01:59.047083"
4847,8646,8,15,"2015-01-27 03:13:31.805109"
4848,11970,77,19,"2015-01-27 03:14:43.394619"
4849,946,58,23,"2015-01-27 03:17:37.959462"
4850,13740,27,18,"2015-01-27 03:18:27.808094"
4851,5114,80,15,"2015-01-27 03:28:48.546669"
4852,3117,28,23,"2015-01-27 03:37:56.717019"
4853,19948,78,48,"2015-01-27 03:42:26.540555"
4854,11970,64,2,"2015-01-27 03:47:28.124567"
4855,6310,2,1,"2015-01-27 03:51:35.663105"
4856,758,3,48,"2015-01-27 03:53:43.387228"
4857,12104,82,48,"2015-01-27 03:54:44.920369"
4858,2790,22,48,"2015-01-27 04:07:15.662899"
4859,5386,41,34,"2015-01-27 04:08:56.174598"
4860,3212,91,1,"2015-01-27 04:10:15.903892"
4861,699,62,38,"2015-01-27 04:20:26.147206"
4862,9153,90,21,"2015-01-27 04:25:22.374046"
4863,14849,78,38,"2015-01-27 04:35:31.696582"
4864,14708,100,6,"2015-01-27 04:43:16.044125"
4865,12960,78,23,"2015-01-27 04:45:11.130603"
4866,2409,8,31,"2015-01-27 04:46:09.217201"
4867,18671,14,23,"2015-01-27 04:53:53.544205"
4868,3110,55,6,"2015-01-27 04:54:01.758060"
4869,19481,90,26,"2015-01-27 04:57:47.651165"
4870,9674,39,4,"2015-01-27 05:04:56.064210"
4871,7657,60,34,"2015-01-27 05:08:07.422989"
4872,12485,36,34,"2015-01-27 05:13:38.819887"
4873,7903,96,19,"2015-01-27 05:14:21.669396"
4874,8897,60,45,"2015-01-27 05:20:00.440819"
4875,8527,99,22,"2015-01-27 05:25:43.489387"
4876,4800,8,29,"2015-01-27 06:13:10.962484"
4877,15840,28,17,"2015-01-27 06:26:19.199930"
4878,3873,56,33,"2015-01-27 06:31:49.922281"
4879,1189,3,41,"2015-01-27 06:32:01.960679"
4880,12221,9,29,"2015-01-27 06:32:35.745495"
4881,19471,28,6,"2015-01-27 06:36:19.089301"
4882,14810,8,48,"2015-01-27 06:43:53.697752"
4883,3460,52,2,"2015-01-27 06:48:54.802080"
4884,4908,74,24,"2015-01-27 06:56:18.380396"
4885,10586,64,4,"2015-01-27 07:00:18.956724"
4886,18266,90,13,"2015-01-27 07:05:29.530971"
4887,1518,80,48,"2015-01-27 07:09:29.688357"
4888,7557,27,19,"2015-01-27 07:10:00.412616"
4889,17351,43,29,"2015-01-27 07:16:01.687825"
4890,18887,77,15,"2015-01-27 07:17:46.950868"
4891,13456,17,4,"2015-01-27 07:22:04.316956"
4892,8088,70,5,"2015-01-27 07:22:53.890306"
4893,19668,61,2,"2015-01-27 07:26:09.092587"
4894,14474,58,48,"2015-01-27 07:27:50.725967"
4895,18586,8,25,"2015-01-27 07:32:09.772243"
4896,7241,66,28,"2015-01-27 07:33:56.650106"
4897,18478,18,32,"2015-01-27 07:41:01.273265"
4898,5109,57,27,"2015-01-27 07:41:22.730078"
4899,8791,39,15,"2015-01-27 07:44:51.254027"
4900,3853,8,2,"2015-01-27 07:47:04.345465"
4901,16692,36,45,"2015-01-27 07:51:06.401827"
4902,15705,3,6,"2015-01-27 07:52:03.829010"
4903,7089,48,35,"2015-01-27 08:00:24.921228"
4904,3790,1,14,"2015-01-27 08:05:55.315606"
4905,7241,28,44,"2015-01-27 08:06:39.067792"
4906,13456,64,32,"2015-01-27 08:09:45.058845"
4907,18671,58,44,"2015-01-27 08:09:57.890494"
4908,4220,17,9,"2015-01-27 08:10:20.096452"
4909,16410,28,19,"2015-01-27 08:13:04.804216"
4910,10739,24,43,"2015-01-27 08:14:55.854852"
4911,7150,17,29,"2015-01-27 08:26:17.465832"
4912,3553,103,45,"2015-01-27 08:27:58.951814"
4913,12455,43,1,"2015-01-27 08:30:26.371635"
4914,9153,59,35,"2015-01-27 08:34:10.370386"
4915,11346,78,48,"2015-01-27 08:35:57.025835"
4916,15222,28,29,"2015-01-27 08:38:40.189175"
4917,13702,77,42,"2015-01-27 08:39:56.963284"
4918,11591,84,9,"2015-01-27 08:44:50.772239"
4919,12258,29,35,"2015-01-27 08:54:03.367009"
4920,10352,39,19,"2015-01-27 08:56:42.542790"
4921,12296,15,1,"2015-01-27 08:58:55.092322"
4922,12221,22,1,"2015-01-27 09:06:45.671033"
4923,10271,28,2,"2015-01-27 09:07:06.094495"
4924,17359,91,22,"2015-01-27 09:08:07.878505"
4925,17351,4,25,"2015-01-27 09:09:20.035864"
4926,6615,41,31,"2015-01-27 09:19:42.709656"
4927,12960,1,31,"2015-01-27 09:22:35.449424"
4928,18671,1,31,"2015-01-27 09:23:40.837500"
4929,6729,74,22,"2015-01-27 09:25:27.562562"
4930,5386,77,9,"2015-01-27 09:28:31.671600"
4931,1518,8,19,"2015-01-27 09:35:36.561698"
4932,19653,32,31,"2015-01-27 09:35:41.878545"
4933,18671,1,22,"2015-01-27 09:40:06.564245"
4934,7600,27,24,"2015-01-27 09:43:12.468798"
4935,3620,60,41,"2015-01-27 09:44:16.252826"
4936,12960,20,1,"2015-01-27 09:44:39.697742"
4937,19272,41,1,"2015-01-27 09:45:23.677988"
4938,11727,103,34,"2015-01-27 09:45:29.153271"
4939,4278,64,47,"2015-01-27 09:47:34.509442"
4940,3997,8,29,"2015-01-27 10:02:55.472602"
4941,16505,7,1,"2015-01-27 10:02:55.557153"
4942,18556,90,19,"2015-01-27 10:03:20.984982"
4943,3316,36,43,"2015-01-27 10:19:17.042471"
4944,8858,1,49,"2015-01-27 10:25:39.237107"
4945,13096,39,31,"2015-01-27 10:26:17.076270"
4946,16820,61,5,"2015-01-27 10:28:34.011561"
4947,5795,72,48,"2015-01-27 10:28:40.007729"
4948,7196,18,48,"2015-01-27 10:30:44.235688"
4949,10441,52,14,"2015-01-27 10:32:31.200194"
4950,2117,61,20,"2015-01-27 10:32:52.706729"
4951,13893,59,47,"2015-01-27 10:38:32.183122"
4952,14732,98,32,"2015-01-27 10:40:18.496963"
4953,6468,90,30,"2015-01-27 10:43:32.416055"
4954,1993,50,18,"2015-01-27 10:46:37.876273"
4955,10152,39,35,"2015-01-27 10:48:02.089278"
4956,18299,85,34,"2015-01-27 10:51:37.739816"
4957,15340,9,23,"2015-01-27 10:53:42.997825"
4958,17053,100,12,"2015-01-27 10:54:24.636220"
4959,8088,55,20,"2015-01-27 10:58:57.626915"
4960,13030,81,18,"2015-01-27 11:04:23.468060"
4961,19948,27,36,"2015-01-27 11:06:08.494210"
4962,1596,90,14,"2015-01-27 11:09:21.847707"
4963,7657,39,24,"2015-01-27 11:14:31.313207"
4964,7557,77,42,"2015-01-27 11:15:18.758927"
4965,14495,9,33,"2015-01-27 11:29:49.315465"
4966,5386,41,4,"2015-01-27 11:36:54.962031"
4967,18782,27,31,"2015-01-27 11:38:35.992274"
4968,7290,3,31,"2015-01-27 11:51:08.227110"
4969,308,4,22,"2015-01-27 11:52:45.310522"
4970,11532,81,9,"2015-01-27 11:55:09.176714"
4971,598,30,34,"2015-01-27 11:55:26.453025"
4972,1189,72,13,"2015-01-27 11:59:44.092977"
4973,11346,9,31,"2015-01-27 12:03:02.350975"
4974,5386,72,42,"2015-01-27 12:05:14.835642"
4975,170,24,48,"2015-01-27 12:05:31.961579"
4976,6837,1,34,"2015-01-27 12:10:46.188484"
4977,6951,39,24,"2015-01-27 12:14:23.706687"
4978,17665,80,34,"2015-01-27 12:18:39.553812"
4979,4220,8,45,"2015-01-27 12:24:07.589453"
4980,14007,46,41,"2015-01-27 12:30:52.554000"
4981,9153,40,29,"2015-01-27 12:32:45.093276"
4982,19948,24,9,"2015-01-27 12:36:25.624938"
4983,598,13,45,"2015-01-27 12:37:29.177705"
4984,7150,8,22,"2015-01-27 12:37:42.968202"
4985,1518,78,4,"2015-01-27 12:37:52.249529"
4986,3060,39,49,"2015-01-27 12:41:27.677037"
4987,11404,61,9,"2015-01-27 12:43:41.310035"
4988,15403,43,1,"2015-01-27 12:45:33.555825"
4989,5795,28,45,"2015-01-27 12:46:37.154931"
4990,598,41,19,"2015-01-27 12:51:43.465843"
4991,17359,17,19,"2015-01-27 12:58:28.856917"
4992,12221,39,4,"2015-01-27 12:58:50.769490"
4993,19272,3,4,"2015-01-27 13:01:24.762540"
4994,11469,3,31,"2015-01-27 13:05:45.787380"
4995,1123,14,29,"2015-01-27 13:12:57.506484"
4996,1189,9,24,"2015-01-27 13:13:18.721854"
4997,12960,49,25,"2015-01-27 13:20:44.319251"
4998,13467,3,36,"2015-01-27 13:24:02.779725"
4999,17731,104,38,"2015-01-27 13:25:39.953474"
5000,14708,77,18,"2015-01-27 13:26:00.488303"
5001,13432,8,29,"2015-01-27 13:33:26.956230"
5002,17330,82,29,"2015-01-27 13:41:54.453199"
5003,8523,48,15,"2015-01-27 13:43:06.654859"
5004,6468,60,35,"2015-01-27 13:44:46.992328"
5005,13635,9,1,"2015-01-27 13:45:56.172116"
5006,9351,70,48,"2015-01-27 13:49:34.820389"
5007,4977,20,45,"2015-01-27 13:50:07.412177"
5008,5094,39,20,"2015-01-27 13:50:14.866184"
5009,17169,8,49,"2015-01-27 13:50:46.351892"
5010,12104,77,47,"2015-01-27 13:56:33.424674"
5011,12264,52,18,"2015-01-27 14:05:03.118886"
5012,16622,52,43,"2015-01-27 14:06:52.832815"
5013,4379,56,45,"2015-01-27 14:07:15.391183"
5014,11996,58,4,"2015-01-27 14:11:51.793582"
5015,73,14,24,"2015-01-27 14:12:28.369185"
5016,12954,77,32,"2015-01-27 14:12:57.007771"
5017,11276,106,5,"2015-01-27 14:15:26.450450"
5018,3761,7,22,"2015-01-27 14:15:27.715975"
5019,3185,39,25,"2015-01-27 14:16:58.966836"
5020,14752,60,43,"2015-01-27 14:23:32.548270"
5021,9000,103,27,"2015-01-27 14:29:22.473855"
5022,19948,64,45,"2015-01-27 14:33:46.197381"
5023,15705,91,49,"2015-01-27 14:34:32.260520"
5024,17714,57,19,"2015-01-27 14:35:53.559736"
5025,11276,103,29,"2015-01-27 14:36:03.636661"
5026,8523,56,21,"2015-01-27 14:52:09.196222"
5027,7903,103,17,"2015-01-27 14:53:48.775477"
5028,19481,2,43,"2015-01-27 14:56:53.712839"
5029,19374,52,29,"2015-01-27 14:57:38.385944"
5030,13224,41,29,"2015-01-27 15:00:30.631516"
5031,5224,27,41,"2015-01-27 15:06:06.250868"
5032,17718,52,23,"2015-01-27 15:07:18.289424"
5033,19184,58,1,"2015-01-27 15:08:21.386600"
5034,11532,36,4,"2015-01-27 15:14:19.620045"
5035,8858,39,31,"2015-01-27 15:18:32.333279"
5036,19467,17,24,"2015-01-27 15:23:09.742343"
5037,18304,82,14,"2015-01-27 15:26:28.314753"
5038,4379,59,48,"2015-01-27 15:27:16.091367"
5039,5795,50,1,"2015-01-27 15:31:50.126592"
5040,1596,85,19,"2015-01-27 15:33:04.978206"
5041,6804,59,24,"2015-01-27 15:36:41.430733"
5042,5109,81,15,"2015-01-27 15:37:41.355013"
5043,18671,103,44,"2015-01-27 15:47:15.320079"
5044,5366,60,29,"2015-01-27 16:00:56.362900"
5045,7126,91,29,"2015-01-27 16:05:57.553589"
5046,9886,65,49,"2015-01-27 16:22:23.754936"
5047,19653,14,6,"2015-01-27 16:23:23.291491"
5048,19152,29,30,"2015-01-27 16:24:41.758538"
5049,10868,28,31,"2015-01-27 16:32:52.151206"
5050,7241,20,29,"2015-01-27 16:37:36.423055"
5051,946,77,25,"2015-01-27 16:43:57.832611"
5052,8523,1,31,"2015-01-27 16:45:33.893026"
5053,5109,103,31,"2015-01-27 16:47:12.205601"
5054,9674,82,25,"2015-01-27 16:51:18.728732"
5055,19914,50,1,"2015-01-27 17:09:30.538702"
5056,7575,44,15,"2015-01-27 17:10:01.398835"
5057,12782,52,34,"2015-01-27 17:10:34.810679"
5058,19948,77,30,"2015-01-27 17:13:34.204437"
5059,13224,17,24,"2015-01-27 17:15:01.182943"
5060,15613,49,34,"2015-01-27 17:24:08.731331"
5061,12317,8,30,"2015-01-27 17:28:18.025483"
5062,10314,4,23,"2015-01-27 17:35:03.915635"
5063,7123,77,29,"2015-01-27 17:45:12.172458"
5064,6439,50,29,"2015-01-27 17:55:32.056349"
5065,10152,103,24,"2015-01-27 17:56:08.042319"
5066,6496,82,1,"2015-01-27 17:56:29.886641"
5067,7903,91,9,"2015-01-27 18:02:15.878266"
5068,12954,62,31,"2015-01-27 18:02:46.048605"
5069,12249,24,34,"2015-01-27 18:04:54.750044"
5070,15340,34,36,"2015-01-27 18:11:14.909563"
5071,15156,27,24,"2015-01-27 18:12:49.588689"
5072,3873,103,43,"2015-01-27 18:19:22.112464"
5073,10352,30,35,"2015-01-27 18:31:59.783006"
5074,16144,30,41,"2015-01-27 18:38:30.107824"
5075,12963,56,45,"2015-01-27 18:47:15.188300"
5076,18587,79,22,"2015-01-27 18:47:49.512664"
5077,10739,3,49,"2015-01-27 19:04:05.630297"
5078,10690,62,24,"2015-01-27 19:05:03.909910"
5079,266,58,24,"2015-01-27 19:09:10.607892"
5080,2488,39,34,"2015-01-27 19:42:50.427360"
5081,8656,52,31,"2015-01-27 20:06:36.750989"
